Id,rank_test_score,mean_test_score,std_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap_features,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
0,1,0.780628507295174,0.0029792431017799685,3.047170114517212,0.1695882440881242,0.04423027038574219,0.0019831608361534155,True,{'bootstrap_features': True},0.7771043771043771,0.7820426487093154,0.7838383838383839,0.7769921436588103,0.7831649831649832
1,2,0.7767901234567901,0.0036570885484922804,3.1091215133666994,0.09495183902186419,0.04724764823913574,0.008114567505585238,False,{'bootstrap_features': False},0.7760942760942761,0.7769921436588103,0.7820426487093154,0.7707070707070707,0.7781144781144781
