Id,rank_test_score,mean_test_score,std_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_warm_start,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
0,1,0.7775084175084175,0.005261630332921971,3.0971811771392823,0.03391769120366784,0.04166765213012695,0.0010570237775460766,True,{'warm_start': True},0.7757575757575758,0.7784511784511785,0.7859708193041527,0.7695847362514029,0.7777777777777778
1,2,0.7773288439955106,0.0029532541679890586,3.0718929290771486,0.06668434613775634,0.041876792907714844,0.0012232965156592467,False,{'warm_start': False},0.7772166105499438,0.7731762065095399,0.7815937149270482,0.7753086419753087,0.7793490460157126
