Id,rank_test_score,mean_test_score,std_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_oob_score,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
0,1,0.7780022446689113,0.003585151568398249,3.23210129737854,0.05532316895781957,0.04347128868103027,0.0018835364677406504,True,{'oob_score': True},0.7789001122334456,0.7760942760942761,0.7818181818181819,0.7720538720538721,0.7811447811447811
1,2,0.777845117845118,0.003659292277856752,3.069244718551636,0.08462238492645738,0.041305923461914064,0.00028832642394850325,False,{'oob_score': False},0.7768799102132435,0.774635241301908,0.7841750841750842,0.7741863075196409,0.7793490460157126
