Id,rank_test_score,mean_test_score,std_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
2,1,0.7932295988553127,0.026981478536450196,45.31511878967285,1.5350670452769857,0.6657217025756836,0.04574413812740378,100,{'n_estimators': 100},0.7476380636992306,0.7770526930943801,0.816578998636275,0.8095655562049484,0.81531268264173
3,2,0.7930932206710481,0.026506128493452873,90.98245320320129,0.7951088492678904,1.2739726543426513,0.07252802906933684,200,{'n_estimators': 200},0.7487094574851466,0.7762734976137139,0.8149230469511007,0.8107344632768362,0.8148256380284434
1,3,0.7911450972458313,0.025872333130172103,21.561389350891112,1.5959835095610089,0.36211452484130857,0.06777150765543202,50,{'n_estimators': 50},0.7483198597448135,0.7738385117366319,0.8120981881940386,0.8088836937463472,0.8125852328073252
0,4,0.7889242952501921,0.027078444207182962,7.6743687152862545,0.3303061845402334,0.12009520530700683,0.025996017794018715,20,{'n_estimators': 20},0.7427680919450668,0.773156715691049,0.8110266900448081,0.8071303331385155,0.8105396454315216
