Id,rank_test_score,mean_test_score,std_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
0,1,0.7768799102132435,0.004134702069497295,3.133543014526367,0.06295849837230223,0.043552589416503903,0.0017881941812371684,True,{'bootstrap': True},0.7789001122334456,0.7757575757575758,0.7836139169472502,0.7713804713804714,0.7747474747474747
1,2,0.7508193041526375,0.003983512673465951,4.698302841186523,0.22545765432976264,0.04230399131774902,0.0005451285187764532,False,{'bootstrap': False},0.7519640852974186,0.7488215488215488,0.756341189674523,0.7444444444444445,0.7525252525252525
